código,nome do território,ano,concelhos apurados,concelhos por apurar,total de concelhos,freguesias apuradas,freguesias por apurar,total de freguesias,consulados apurados,consulados por apurar,total de consulados,inscritos,votos,% votos,brancos,% brancos,nulos,% nulos,mandatos,mandatos por atribuir,opção 1,votos 1,% votos1,mandatos 1,opção 2,votos 2,% votos2,mandatos 2,opção 3,votos 3,% votos3,mandatos 3,opção 4,votos 4,% votos4,mandatos 4,opção 5,votos 5,% votos5,mandatos 5,opção 6,votos 6,% votos6,mandatos 6,opção 7,votos 7,% votos7,mandatos 7,opção 8,votos 8,% votos8,mandatos 8,opção 9,votos 9,% votos9,mandatos 9,opção 10,votos 10,% votos10,mandatos 10,opção 11,votos 11,% votos11,mandatos 11,opção 12,votos 12,% votos12,mandatos 12,opção 13,votos 13,% votos13,mandatos 13,opção 14,votos 14,% votos14,mandatos 14,opção 15,votos 15,% votos15,mandatos 15,opção 16,votos 16,% votos16,mandatos 16,opção 17,votos 17,% votos17,mandatos 17,opção 18,votos 18,% votos18,mandatos 18,opção 19,votos 19,% votos19,mandatos 19,opção 20,votos 20,% votos20,mandatos 20
100505,Pó,2024,,,,1,0,1,,,,719,502,69.82,16,3.19,4,0.8,,,ADN,11,2.19,,B.E.,13,2.59,,CH,82,16.33,,E,0,0,,IL,23,4.58,,,,,,L,6,1.2,,MPT.A,0,0,,,,,,ND,1,0.2,,PAN,4,0.8,,PCP-PEV,6,1.2,,,,,,,,,,PPD/PSD.CDS-PP.PPM,205,40.84,,,,,,PS,125,24.9,,,,,,R.I.R.,2,0.4,,VP,4,0.8,
100506,Bombarral e Vale Covo,2024,,,,1,0,1,,,,6270,4038,64.4,68,1.68,53,1.31,,,ADN,46,1.14,,B.E.,215,5.32,,CH,810,20.06,,E,2,0.05,,IL,185,4.58,,,,,,L,120,2.97,,MPT.A,1,0.02,,,,,,ND,10,0.25,,PAN,80,1.98,,PCP-PEV,149,3.69,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1100,27.24,,,,,,PS,1173,29.05,,,,,,R.I.R.,17,0.42,,VP,9,0.22,
100601,A dos Francos,2024,,,,1,0,1,,,,1406,944,67.14,16,1.69,9,0.95,,,ADN,17,1.8,,B.E.,29,3.07,,CH,211,22.35,,E,0,0,,IL,24,2.54,,,,,,L,9,0.95,,MPT.A,2,0.21,,,,,,ND,3,0.32,,PAN,13,1.38,,PCP-PEV,13,1.38,,,,,,,,,,PPD/PSD.CDS-PP.PPM,381,40.36,,,,,,PS,212,22.46,,,,,,R.I.R.,5,0.53,,VP,0,0,
100602,Alvorninha,2024,,,,1,0,1,,,,2475,1566,63.27,23,1.47,21,1.34,,,ADN,29,1.85,,B.E.,61,3.9,,CH,301,19.22,,E,4,0.26,,IL,68,4.34,,,,,,L,24,1.53,,MPT.A,1,0.06,,,,,,ND,4,0.26,,PAN,29,1.85,,PCP-PEV,23,1.47,,,,,,,,,,PPD/PSD.CDS-PP.PPM,649,41.44,,,,,,PS,315,20.11,,,,,,R.I.R.,9,0.57,,VP,5,0.32,
100604,Carvalhal Benfeito,2024,,,,1,0,1,,,,999,679,67.97,9,1.33,8,1.18,,,ADN,19,2.8,,B.E.,24,3.53,,CH,158,23.27,,E,0,0,,IL,32,4.71,,,,,,L,17,2.5,,MPT.A,0,0,,,,,,ND,1,0.15,,PAN,6,0.88,,PCP-PEV,6,0.88,,,,,,,,,,PPD/PSD.CDS-PP.PPM,312,45.95,,,,,,PS,84,12.37,,,,,,R.I.R.,3,0.44,,VP,0,0,
100606,Foz do Arelho,2024,,,,1,0,1,,,,1263,810,64.13,17,2.1,3,0.37,,,ADN,13,1.6,,B.E.,35,4.32,,CH,148,18.27,,E,2,0.25,,IL,47,5.8,,,,,,L,31,3.83,,MPT.A,2,0.25,,,,,,ND,4,0.49,,PAN,19,2.35,,PCP-PEV,34,4.2,,,,,,,,,,PPD/PSD.CDS-PP.PPM,271,33.46,,,,,,PS,178,21.98,,,,,,R.I.R.,4,0.49,,VP,2,0.25,
100607,Landal,2024,,,,1,0,1,,,,896,633,70.65,5,0.79,13,2.05,,,ADN,5,0.79,,B.E.,16,2.53,,CH,147,23.22,,E,2,0.32,,IL,21,3.32,,,,,,L,11,1.74,,MPT.A,2,0.32,,,,,,ND,3,0.47,,PAN,3,0.47,,PCP-PEV,3,0.47,,,,,,,,,,PPD/PSD.CDS-PP.PPM,311,49.13,,,,,,PS,89,14.06,,,,,,R.I.R.,1,0.16,,VP,1,0.16,
100608,Nadadouro,2024,,,,1,0,1,,,,1612,1145,71.03,22,1.92,16,1.4,,,ADN,20,1.75,,B.E.,55,4.8,,CH,227,19.83,,E,1,0.09,,IL,78,6.81,,,,,,L,47,4.1,,MPT.A,0,0,,,,,,ND,6,0.52,,PAN,14,1.22,,PCP-PEV,25,2.18,,,,,,,,,,PPD/PSD.CDS-PP.PPM,407,35.55,,,,,,PS,224,19.56,,,,,,R.I.R.,1,0.09,,VP,2,0.17,
100609,Salir de Matos,2024,,,,1,0,1,,,,2210,1446,65.43,32,2.21,23,1.59,,,ADN,25,1.73,,B.E.,53,3.67,,CH,319,22.06,,E,3,0.21,,IL,65,4.5,,,,,,L,43,2.97,,MPT.A,1,0.07,,,,,,ND,8,0.55,,PAN,26,1.8,,PCP-PEV,15,1.04,,,,,,,,,,PPD/PSD.CDS-PP.PPM,487,33.68,,,,,,PS,335,23.17,,,,,,R.I.R.,9,0.62,,VP,2,0.14,
100611,Santa Catarina,2024,,,,1,0,1,,,,2557,1812,70.86,22,1.21,15,0.83,,,ADN,36,1.99,,B.E.,67,3.7,,CH,358,19.76,,E,1,0.06,,IL,101,5.57,,,,,,L,30,1.66,,MPT.A,5,0.28,,,,,,ND,3,0.17,,PAN,26,1.43,,PCP-PEV,19,1.05,,,,,,,,,,PPD/PSD.CDS-PP.PPM,863,47.63,,,,,,PS,253,13.96,,,,,,R.I.R.,10,0.55,,VP,3,0.17,
100615,Vidais,2024,,,,1,0,1,,,,932,618,66.31,10,1.62,1,0.16,,,ADN,9,1.46,,B.E.,28,4.53,,CH,116,18.77,,E,1,0.16,,IL,15,2.43,,,,,,L,11,1.78,,MPT.A,0,0,,,,,,ND,0,0,,PAN,18,2.91,,PCP-PEV,10,1.62,,,,,,,,,,PPD/PSD.CDS-PP.PPM,276,44.66,,,,,,PS,116,18.77,,,,,,R.I.R.,5,0.81,,VP,2,0.32,
100617,Nossa Senhora do Pópulo Coto e São Gregório,2024,,,,1,0,1,,,,16278,10716,65.83,178,1.66,109,1.02,,,ADN,122,1.14,,B.E.,658,6.14,,CH,1745,16.28,,E,7,0.07,,IL,692,6.46,,,,,,L,444,4.14,,MPT.A,8,0.07,,,,,,ND,31,0.29,,PAN,225,2.1,,PCP-PEV,241,2.25,,,,,,,,,,PPD/PSD.CDS-PP.PPM,3585,33.45,,,,,,PS,2620,24.45,,,,,,R.I.R.,23,0.21,,VP,28,0.26,
100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,2024,,,,1,0,1,,,,10629,6526,61.4,135,2.07,90,1.38,,,ADN,84,1.29,,B.E.,404,6.19,,CH,1343,20.58,,E,5,0.08,,IL,385,5.9,,,,,,L,245,3.75,,MPT.A,6,0.09,,,,,,ND,26,0.4,,PAN,170,2.6,,PCP-PEV,183,2.8,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1652,25.31,,,,,,PS,1754,26.88,,,,,,R.I.R.,24,0.37,,VP,20,0.31,
100619,Tornada e Salir do Porto,2024,,,,1,0,1,,,,3927,2585,65.83,50,1.93,44,1.7,,,ADN,24,0.93,,B.E.,147,5.69,,CH,499,19.3,,E,3,0.12,,IL,115,4.45,,,,,,L,80,3.09,,MPT.A,2,0.08,,,,,,ND,6,0.23,,PAN,46,1.78,,PCP-PEV,55,2.13,,,,,,,,,,PPD/PSD.CDS-PP.PPM,760,29.4,,,,,,PS,731,28.28,,,,,,R.I.R.,15,0.58,,VP,8,0.31,
100703,Castanheira de Pêra e Coentral,2024,,,,1,0,1,,,,2466,1592,64.56,29,1.82,29,1.82,,,ADN,23,1.44,,B.E.,40,2.51,,CH,223,14.01,,E,0,0,,IL,18,1.13,,,,,,L,23,1.44,,MPT.A,0,0,,,,,,ND,2,0.13,,PAN,16,1.01,,PCP-PEV,26,1.63,,,,,,,,,,PPD/PSD.CDS-PP.PPM,429,26.95,,,,,,PS,728,45.73,,,,,,R.I.R.,3,0.19,,VP,3,0.19,
100801,Aguda,2024,,,,1,0,1,,,,914,598,65.43,5,0.84,12,2.01,,,ADN,12,2.01,,B.E.,17,2.84,,CH,142,23.75,,E,1,0.17,,IL,9,1.51,,,,,,L,7,1.17,,MPT.A,0,0,,,,,,ND,3,0.5,,PAN,8,1.34,,PCP-PEV,6,1,,,,,,,,,,PPD/PSD.CDS-PP.PPM,239,39.97,,,,,,PS,130,21.74,,,,,,R.I.R.,6,1,,VP,1,0.17,
100802,Arega,2024,,,,1,0,1,,,,684,446,65.2,2,0.45,2,0.45,,,ADN,13,2.91,,B.E.,8,1.79,,CH,69,15.47,,E,0,0,,IL,12,2.69,,,,,,L,6,1.35,,MPT.A,0,0,,,,,,ND,1,0.22,,PAN,3,0.67,,PCP-PEV,4,0.9,,,,,,,,,,PPD/PSD.CDS-PP.PPM,212,47.53,,,,,,PS,109,24.44,,,,,,R.I.R.,3,0.67,,VP,2,0.45,
100803,Campelo,2024,,,,1,0,1,,,,163,91,55.83,1,1.1,2,2.2,,,ADN,6,6.59,,B.E.,1,1.1,,CH,25,27.47,,E,0,0,,IL,1,1.1,,,,,,L,4,4.4,,MPT.A,0,0,,,,,,ND,0,0,,PAN,0,0,,PCP-PEV,1,1.1,,,,,,,,,,PPD/PSD.CDS-PP.PPM,22,24.18,,,,,,PS,28,30.77,,,,,,R.I.R.,0,0,,VP,0,0,
100806,Figueiró dos Vinhos e Bairradas,2024,,,,1,0,1,,,,3300,2111,63.97,40,1.89,35,1.66,,,ADN,40,1.89,,B.E.,64,3.03,,CH,321,15.21,,E,1,0.05,,IL,53,2.51,,,,,,L,34,1.61,,MPT.A,3,0.14,,,,,,ND,10,0.47,,PAN,28,1.33,,PCP-PEV,28,1.33,,,,,,,,,,PPD/PSD.CDS-PP.PPM,822,38.94,,,,,,PS,623,29.51,,,,,,R.I.R.,6,0.28,,VP,3,0.14,
100901,Amor,2024,,,,1,0,1,,,,4076,2767,67.89,81,2.93,44,1.59,,,ADN,43,1.55,,B.E.,120,4.34,,CH,559,20.2,,E,4,0.14,,IL,168,6.07,,,,,,L,90,3.25,,MPT.A,2,0.07,,,,,,ND,4,0.14,,PAN,58,2.1,,PCP-PEV,63,2.28,,,,,,,,,,PPD/PSD.CDS-PP.PPM,865,31.26,,,,,,PS,638,23.06,,,,,,R.I.R.,18,0.65,,VP,10,0.36,
100902,Arrabal,2024,,,,1,0,1,,,,2348,1742,74.19,42,2.41,17,0.98,,,ADN,36,2.07,,B.E.,59,3.39,,CH,334,19.17,,E,5,0.29,,IL,96,5.51,,,,,,L,27,1.55,,MPT.A,3,0.17,,,,,,ND,5,0.29,,PAN,23,1.32,,PCP-PEV,17,0.98,,,,,,,,,,PPD/PSD.CDS-PP.PPM,800,45.92,,,,,,PS,269,15.44,,,,,,R.I.R.,8,0.46,,VP,1,0.06,
100907,Caranguejeira,2024,,,,1,0,1,,,,4250,3009,70.8,40,1.33,34,1.13,,,ADN,87,2.89,,B.E.,63,2.09,,CH,475,15.79,,E,1,0.03,,IL,172,5.72,,,,,,L,47,1.56,,MPT.A,7,0.23,,,,,,ND,12,0.4,,PAN,36,1.2,,PCP-PEV,28,0.93,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1654,54.97,,,,,,PS,332,11.03,,,,,,R.I.R.,17,0.56,,VP,4,0.13,
100909,Coimbrão,2024,,,,1,0,1,,,,1655,1024,61.87,29,2.83,15,1.46,,,ADN,19,1.86,,B.E.,35,3.42,,CH,214,20.9,,E,1,0.1,,IL,56,5.47,,,,,,L,31,3.03,,MPT.A,0,0,,,,,,ND,5,0.49,,PAN,26,2.54,,PCP-PEV,16,1.56,,,,,,,,,,PPD/PSD.CDS-PP.PPM,314,30.66,,,,,,PS,256,25,,,,,,R.I.R.,5,0.49,,VP,2,0.2,
100913,Maceira,2024,,,,1,0,1,,,,8375,5960,71.16,135,2.27,81,1.36,,,ADN,103,1.73,,B.E.,289,4.85,,CH,1184,19.87,,E,11,0.18,,IL,371,6.22,,,,,,L,142,2.38,,MPT.A,4,0.07,,,,,,ND,15,0.25,,PAN,136,2.28,,PCP-PEV,110,1.85,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1802,30.23,,,,,,PS,1528,25.64,,,,,,R.I.R.,30,0.5,,VP,19,0.32,
100915,Milagres,2024,,,,1,0,1,,,,2787,1879,67.42,45,2.39,24,1.28,,,ADN,52,2.77,,B.E.,58,3.09,,CH,366,19.48,,E,4,0.21,,IL,118,6.28,,,,,,L,45,2.39,,MPT.A,4,0.21,,,,,,ND,9,0.48,,PAN,23,1.22,,PCP-PEV,14,0.75,,,,,,,,,,PPD/PSD.CDS-PP.PPM,792,42.15,,,,,,PS,313,16.66,,,,,,R.I.R.,11,0.59,,VP,1,0.05,
100921,Regueira de Pontes,2024,,,,1,0,1,,,,1880,1398,74.36,33,2.36,31,2.22,,,ADN,35,2.5,,B.E.,49,3.51,,CH,295,21.1,,E,3,0.21,,IL,70,5.01,,,,,,L,34,2.43,,MPT.A,4,0.29,,,,,,ND,7,0.5,,PAN,18,1.29,,PCP-PEV,22,1.57,,,,,,,,,,PPD/PSD.CDS-PP.PPM,508,36.34,,,,,,PS,281,20.1,,,,,,R.I.R.,6,0.43,,VP,2,0.14,
100925,Bajouca,2024,,,,1,0,1,,,,1789,1378,77.03,31,2.25,19,1.38,,,ADN,33,2.39,,B.E.,35,2.54,,CH,169,12.26,,E,2,0.15,,IL,73,5.3,,,,,,L,29,2.1,,MPT.A,1,0.07,,,,,,ND,4,0.29,,PAN,17,1.23,,PCP-PEV,14,1.02,,,,,,,,,,PPD/PSD.CDS-PP.PPM,829,60.16,,,,,,PS,111,8.06,,,,,,R.I.R.,9,0.65,,VP,2,0.15,
100926,Bidoeira de Cima,2024,,,,1,0,1,,,,2096,1540,73.47,28,1.82,22,1.43,,,ADN,36,2.34,,B.E.,30,1.95,,CH,292,18.96,,E,3,0.19,,IL,76,4.94,,,,,,L,12,0.78,,MPT.A,0,0,,,,,,ND,7,0.45,,PAN,18,1.17,,PCP-PEV,8,0.52,,,,,,,,,,PPD/PSD.CDS-PP.PPM,899,58.38,,,,,,PS,103,6.69,,,,,,R.I.R.,4,0.26,,VP,2,0.13,
100932,Colmeias e Memória,2024,,,,1,0,1,,,,3794,2247,59.23,36,1.6,22,0.98,,,ADN,53,2.36,,B.E.,59,2.63,,CH,497,22.12,,E,2,0.09,,IL,122,5.43,,,,,,L,35,1.56,,MPT.A,3,0.13,,,,,,ND,6,0.27,,PAN,31,1.38,,PCP-PEV,14,0.62,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1026,45.66,,,,,,PS,332,14.78,,,,,,R.I.R.,9,0.4,,VP,0,0,
100933,Leiria Pousos Barreira e Cortes,2024,,,,1,0,1,,,,29049,20859,71.81,412,1.98,209,1,,,ADN,248,1.19,,B.E.,1049,5.03,,CH,3211,15.39,,E,22,0.11,,IL,1665,7.98,,,,,,L,865,4.15,,MPT.A,19,0.09,,,,,,ND,48,0.23,,PAN,396,1.9,,PCP-PEV,319,1.53,,,,,,,,,,PPD/PSD.CDS-PP.PPM,7856,37.66,,,,,,PS,4451,21.34,,,,,,R.I.R.,57,0.27,,VP,32,0.15,
100934,Marrazes e Barosa,2024,,,,1,0,1,,,,21827,14570,66.75,232,1.59,160,1.1,,,ADN,191,1.31,,B.E.,814,5.59,,CH,2946,20.22,,E,20,0.14,,IL,1083,7.43,,,,,,L,511,3.51,,MPT.A,18,0.12,,,,,,ND,35,0.24,,PAN,310,2.13,,PCP-PEV,272,1.87,,,,,,,,,,PPD/PSD.CDS-PP.PPM,4515,30.99,,,,,,PS,3380,23.2,,,,,,R.I.R.,61,0.42,,VP,22,0.15,
100935,Monte Real e Carvide,2024,,,,1,0,1,,,,5005,3415,68.23,105,3.07,48,1.41,,,ADN,70,2.05,,B.E.,146,4.28,,CH,697,20.41,,E,8,0.23,,IL,235,6.88,,,,,,L,71,2.08,,MPT.A,4,0.12,,,,,,ND,11,0.32,,PAN,73,2.14,,PCP-PEV,52,1.52,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1092,31.98,,,,,,PS,774,22.66,,,,,,R.I.R.,24,0.7,,VP,5,0.15,
100936,Monte Redondo e Carreira,2024,,,,1,0,1,,,,4750,3256,68.55,80,2.46,55,1.69,,,ADN,105,3.22,,B.E.,99,3.04,,CH,682,20.95,,E,6,0.18,,IL,161,4.94,,,,,,L,73,2.24,,MPT.A,6,0.18,,,,,,ND,18,0.55,,PAN,49,1.5,,PCP-PEV,61,1.87,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1239,38.05,,,,,,PS,599,18.4,,,,,,R.I.R.,16,0.49,,VP,7,0.21,
100937,Parceiros e Azoia,2024,,,,1,0,1,,,,6654,5065,76.12,104,2.05,61,1.2,,,ADN,60,1.18,,B.E.,260,5.13,,CH,861,17,,E,4,0.08,,IL,440,8.69,,,,,,L,143,2.82,,MPT.A,6,0.12,,,,,,ND,12,0.24,,PAN,94,1.86,,PCP-PEV,69,1.36,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1843,36.39,,,,,,PS,1084,21.4,,,,,,R.I.R.,11,0.22,,VP,13,0.26,
100938,Santa Catarina da Serra e Chainça,2024,,,,1,0,1,,,,4203,3198,76.09,42,1.31,48,1.5,,,ADN,80,2.5,,B.E.,68,2.13,,CH,642,20.08,,E,5,0.16,,IL,144,4.5,,,,,,L,42,1.31,,MPT.A,5,0.16,,,,,,ND,4,0.13,,PAN,36,1.13,,PCP-PEV,11,0.34,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1807,56.5,,,,,,PS,251,7.85,,,,,,R.I.R.,6,0.19,,VP,7,0.22,
100939,Santa Eufémia e Boa Vista,2024,,,,1,0,1,,,,3769,2677,71.03,42,1.57,43,1.61,,,ADN,62,2.32,,B.E.,75,2.8,,CH,503,18.79,,E,4,0.15,,IL,164,6.13,,,,,,L,43,1.61,,MPT.A,3,0.11,,,,,,ND,11,0.41,,PAN,40,1.49,,PCP-PEV,37,1.38,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1276,47.67,,,,,,PS,365,13.63,,,,,,R.I.R.,6,0.22,,VP,3,0.11,
100940,Souto da Carpalhosa e Ortigosa,2024,,,,1,0,1,,,,5059,3663,72.41,78,2.13,48,1.31,,,ADN,74,2.02,,B.E.,113,3.08,,CH,710,19.38,,E,2,0.05,,IL,237,6.47,,,,,,L,83,2.27,,MPT.A,2,0.05,,,,,,ND,9,0.25,,PAN,54,1.47,,PCP-PEV,37,1.01,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1701,46.44,,,,,,PS,479,13.08,,,,,,R.I.R.,22,0.6,,VP,14,0.38,
101001,Marinha Grande,2024,,,,1,0,1,,,,27907,18331,65.69,330,1.8,206,1.12,,,ADN,202,1.1,,B.E.,1186,6.47,,CH,3636,19.84,,E,30,0.16,,IL,1066,5.82,,,,,,L,623,3.4,,MPT.A,21,0.11,,,,,,ND,30,0.16,,PAN,408,2.23,,PCP-PEV,1491,8.13,,,,,,,,,,PPD/PSD.CDS-PP.PPM,3581,19.54,,,,,,PS,5421,29.57,,,,,,R.I.R.,70,0.38,,VP,30,0.16,
101002,Vieira de Leiria,2024,,,,1,0,1,,,,5083,3071,60.42,79,2.57,62,2.02,,,ADN,42,1.37,,B.E.,186,6.06,,CH,638,20.77,,E,6,0.2,,IL,153,4.98,,,,,,L,83,2.7,,MPT.A,1,0.03,,,,,,ND,10,0.33,,PAN,71,2.31,,PCP-PEV,158,5.14,,,,,,,,,,PPD/PSD.CDS-PP.PPM,623,20.29,,,,,,PS,942,30.67,,,,,,R.I.R.,10,0.33,,VP,7,0.23,
101003,Moita,2024,,,,1,0,1,,,,1230,867,70.49,15,1.73,11,1.27,,,ADN,7,0.81,,B.E.,53,6.11,,CH,192,22.15,,E,2,0.23,,IL,37,4.27,,,,,,L,34,3.92,,MPT.A,0,0,,,,,,ND,1,0.12,,PAN,18,2.08,,PCP-PEV,89,10.27,,,,,,,,,,PPD/PSD.CDS-PP.PPM,123,14.19,,,,,,PS,281,32.41,,,,,,R.I.R.,4,0.46,,VP,0,0,
101101,Famalicão,2024,,,,1,0,1,,,,1527,1022,66.93,14,1.37,15,1.47,,,ADN,14,1.37,,B.E.,54,5.28,,CH,220,21.53,,E,0,0,,IL,34,3.33,,,,,,L,31,3.03,,MPT.A,4,0.39,,,,,,ND,3,0.29,,PAN,22,2.15,,PCP-PEV,23,2.25,,,,,,,,,,PPD/PSD.CDS-PP.PPM,290,28.38,,,,,,PS,290,28.38,,,,,,R.I.R.,5,0.49,,VP,3,0.29,
101102,Nazaré,2024,,,,1,0,1,,,,9897,5300,53.55,74,1.4,56,1.06,,,ADN,87,1.64,,B.E.,310,5.85,,CH,1062,20.04,,E,6,0.11,,IL,208,3.92,,,,,,L,138,2.6,,MPT.A,5,0.09,,,,,,ND,14,0.26,,PAN,117,2.21,,PCP-PEV,218,4.11,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1351,25.49,,,,,,PS,1630,30.75,,,,,,R.I.R.,16,0.3,,VP,8,0.15,
101103,Valado dos Frades,2024,,,,1,0,1,,,,2677,1605,59.96,25,1.56,15,0.93,,,ADN,13,0.81,,B.E.,141,8.79,,CH,292,18.19,,E,3,0.19,,IL,78,4.86,,,,,,L,44,2.74,,MPT.A,3,0.19,,,,,,ND,2,0.12,,PAN,17,1.06,,PCP-PEV,154,9.6,,,,,,,,,,PPD/PSD.CDS-PP.PPM,353,21.99,,,,,,PS,452,28.16,,,,,,R.I.R.,12,0.75,,VP,1,0.06,
101201,A dos Negros,2024,,,,1,0,1,,,,1342,908,67.66,14,1.54,10,1.1,,,ADN,14,1.54,,B.E.,38,4.19,,CH,161,17.73,,E,0,0,,IL,42,4.63,,,,,,L,24,2.64,,MPT.A,2,0.22,,,,,,ND,5,0.55,,PAN,17,1.87,,PCP-PEV,28,3.08,,,,,,,,,,PPD/PSD.CDS-PP.PPM,253,27.86,,,,,,PS,289,31.83,,,,,,R.I.R.,8,0.88,,VP,3,0.33,
101202,Amoreira,2024,,,,1,0,1,,,,917,566,61.72,16,2.83,8,1.41,,,ADN,5,0.88,,B.E.,28,4.95,,CH,109,19.26,,E,0,0,,IL,26,4.59,,,,,,L,11,1.94,,MPT.A,0,0,,,,,,ND,0,0,,PAN,7,1.24,,PCP-PEV,19,3.36,,,,,,,,,,PPD/PSD.CDS-PP.PPM,177,31.27,,,,,,PS,156,27.56,,,,,,R.I.R.,3,0.53,,VP,1,0.18,
101203,Olho Marinho,2024,,,,1,0,1,,,,1187,735,61.92,16,2.18,18,2.45,,,ADN,5,0.68,,B.E.,19,2.59,,CH,179,24.35,,E,2,0.27,,IL,36,4.9,,,,,,L,9,1.22,,MPT.A,1,0.14,,,,,,ND,2,0.27,,PAN,11,1.5,,PCP-PEV,47,6.39,,,,,,,,,,PPD/PSD.CDS-PP.PPM,219,29.8,,,,,,PS,163,22.18,,,,,,R.I.R.,6,0.82,,VP,2,0.27,
101207,Vau,2024,,,,1,0,1,,,,893,583,65.29,17,2.92,7,1.2,,,ADN,4,0.69,,B.E.,12,2.06,,CH,137,23.5,,E,0,0,,IL,27,4.63,,,,,,L,11,1.89,,MPT.A,1,0.17,,,,,,ND,3,0.51,,PAN,10,1.72,,PCP-PEV,11,1.89,,,,,,,,,,PPD/PSD.CDS-PP.PPM,211,36.19,,,,,,PS,131,22.47,,,,,,R.I.R.,0,0,,VP,1,0.17,
101208,Gaeiras,2024,,,,1,0,1,,,,2094,1570,74.98,33,2.1,13,0.83,,,ADN,27,1.72,,B.E.,77,4.9,,CH,265,16.88,,E,0,0,,IL,96,6.11,,,,,,L,47,2.99,,MPT.A,0,0,,,,,,ND,2,0.13,,PAN,26,1.66,,PCP-PEV,28,1.78,,,,,,,,,,PPD/PSD.CDS-PP.PPM,467,29.75,,,,,,PS,480,30.57,,,,,,R.I.R.,4,0.25,,VP,5,0.32,
101209,Usseira,2024,,,,1,0,1,,,,801,543,67.79,15,2.76,4,0.74,,,ADN,7,1.29,,B.E.,17,3.13,,CH,133,24.49,,E,2,0.37,,IL,22,4.05,,,,,,L,6,1.1,,MPT.A,0,0,,,,,,ND,2,0.37,,PAN,6,1.1,,PCP-PEV,5,0.92,,,,,,,,,,PPD/PSD.CDS-PP.PPM,238,43.83,,,,,,PS,80,14.73,,,,,,R.I.R.,2,0.37,,VP,4,0.74,
101210,Santa Maria São Pedro e Sobral da Lagoa,2024,,,,1,0,1,,,,3480,2328,66.9,45,1.93,17,0.73,,,ADN,28,1.2,,B.E.,98,4.21,,CH,454,19.5,,E,4,0.17,,IL,140,6.01,,,,,,L,72,3.09,,MPT.A,2,0.09,,,,,,ND,6,0.26,,PAN,38,1.63,,PCP-PEV,51,2.19,,,,,,,,,,PPD/PSD.CDS-PP.PPM,773,33.2,,,,,,PS,591,25.39,,,,,,R.I.R.,6,0.26,,VP,3,0.13,
101301,Graça,2024,,,,1,0,1,,,,579,313,54.06,7,2.24,6,1.92,,,ADN,4,1.28,,B.E.,5,1.6,,CH,51,16.29,,E,0,0,,IL,9,2.88,,,,,,L,0,0,,MPT.A,1,0.32,,,,,,ND,0,0,,PAN,4,1.28,,PCP-PEV,4,1.28,,,,,,,,,,PPD/PSD.CDS-PP.PPM,144,46.01,,,,,,PS,74,23.64,,,,,,R.I.R.,3,0.96,,VP,1,0.32,
101302,Pedrógão Grande,2024,,,,1,0,1,,,,1977,1277,64.59,22,1.72,14,1.1,,,ADN,26,2.04,,B.E.,41,3.21,,CH,221,17.31,,E,1,0.08,,IL,37,2.9,,,,,,L,13,1.02,,MPT.A,0,0,,,,,,ND,1,0.08,,PAN,7,0.55,,PCP-PEV,9,0.7,,,,,,,,,,PPD/PSD.CDS-PP.PPM,520,40.72,,,,,,PS,359,28.11,,,,,,R.I.R.,5,0.39,,VP,1,0.08,
101303,Vila Facaia,2024,,,,1,0,1,,,,453,327,72.19,7,2.14,5,1.53,,,ADN,6,1.83,,B.E.,17,5.2,,CH,53,16.21,,E,0,0,,IL,6,1.83,,,,,,L,3,0.92,,MPT.A,0,0,,,,,,ND,1,0.31,,PAN,2,0.61,,PCP-PEV,7,2.14,,,,,,,,,,PPD/PSD.CDS-PP.PPM,130,39.76,,,,,,PS,86,26.3,,,,,,R.I.R.,4,1.22,,VP,0,0,
101402,Atouguia da Baleia,2024,,,,1,0,1,,,,8329,5501,66.05,109,1.98,66,1.2,,,ADN,94,1.71,,B.E.,217,3.94,,CH,1342,24.4,,E,6,0.11,,IL,273,4.96,,,,,,L,143,2.6,,MPT.A,7,0.13,,,,,,ND,11,0.2,,PAN,121,2.2,,PCP-PEV,139,2.53,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1636,29.74,,,,,,PS,1291,23.47,,,,,,R.I.R.,34,0.62,,VP,12,0.22,
101405,Serra d'El-Rei,2024,,,,1,0,1,,,,1215,808,66.5,23,2.85,16,1.98,,,ADN,11,1.36,,B.E.,25,3.09,,CH,182,22.52,,E,1,0.12,,IL,41,5.07,,,,,,L,22,2.72,,MPT.A,1,0.12,,,,,,ND,4,0.5,,PAN,17,2.1,,PCP-PEV,39,4.83,,,,,,,,,,PPD/PSD.CDS-PP.PPM,207,25.62,,,,,,PS,213,26.36,,,,,,R.I.R.,6,0.74,,VP,0,0,
